source,target
How the Net aids dictatorships,The Internet could crash. We need a Plan B
How the Net aids dictatorships,We can fight terror without sacrificing our rights
How the Net aids dictatorships,How (and why) Russia hacked the US election
How the Net aids dictatorships,The Web as random acts of kindness
How I harnessed the wind,How I built a windmill
How I harnessed the wind,Build a School in the Cloud
How I harnessed the wind,Teaching one child at a time
How I harnessed the wind,My year reading a book from every country in the world
How I harnessed the wind,Ending hunger now
How I harnessed the wind,The magic washing machine
Photographs of secret sites,The face of AIDS in Africa
Photographs of secret sites,My wish: Let my photographs bear witness
Photographs of secret sites,How photography connects us
Photographs of secret sites,"The passing of time, caught in a single photo"
Photographs of secret sites,The stories behind the bloodlines
Photographs of secret sites,Impossible photography
A third way to think about aid,Patient capitalism
A third way to think about aid,Invest in Africa's own solutions
A third way to think about aid,A commodities exchange for Ethiopia
A third way to think about aid,3 reasons why we can win the fight against poverty
A third way to think about aid,Poverty isn't a lack of character; it's a lack of cash
A third way to think about aid,How mobile phones can fight poverty
Mapping the future of countries,Wiring a web for global good
Mapping the future of countries,Let's rethink America's military strategy
Mapping the future of countries,Why the world needs charter cities
Mapping the future of countries,How megacities are changing the map of the world
Mapping the future of countries,Understanding the rise of China
Mapping the future of countries,How the US should use its superpower status
Designers -- think big!,Design and destiny
Designers -- think big!,Designing objects that tell stories
Designers -- think big!,Tales of creativity and play
Designers -- think big!,"Pirates, nurses and other rebel designers"
Designers -- think big!,Treat design as art
Designers -- think big!,Design and the Elastic Mind
Let's revive the Golden Rule,My wish: The Charter for Compassion
Let's revive the Golden Rule,We can be Buddhas
Let's revive the Golden Rule,A life of purpose
Let's revive the Golden Rule,The evolution of compassion
Let's revive the Golden Rule,Reconnecting with compassion
Let's revive the Golden Rule,Compassion at the dinner table
How spectroscopy could reveal alien life,Let's look for life in the outer solar system
How spectroscopy could reveal alien life,Could a Saturn moon harbor life?
How spectroscopy could reveal alien life,Join the SETI search
How spectroscopy could reveal alien life,Finding planets around other stars
How spectroscopy could reveal alien life,The search for planets beyond our solar system
How spectroscopy could reveal alien life,The most mysterious star in the universe
The power of time off,Things I've learned in my life so far
The power of time off,Happiness by design
The power of time off,"Flow, the secret to happiness"
The power of time off,7 rules for making more happiness
The power of time off,Design and discovery
The power of time off,Can design save newspapers?
How food shapes our cities,What squatter cities can teach us
How food shapes our cities,A foie gras parable
How food shapes our cities,My subversive (garden) plot
How food shapes our cities,The global food waste scandal
How food shapes our cities,What's wrong with what we eat
How food shapes our cities,Obesity + hunger = 1 global food issue
Tribal leadership,The tribes we lead
Tribal leadership,Why do societies collapse?
Tribal leadership,Photos of endangered cultures
Tribal leadership,A parable for Kenya
Tribal leadership,What the people of the Amazon know that you don't
Tribal leadership,What it takes to be a great leader
The danger of a single story,Aid for Africa? No thanks.
The danger of a single story,Telling stories from Africa
The danger of a single story,Want to help Africa? Do business here
The danger of a single story,The politics of fiction
The danger of a single story,Be suspicious of simple stories
The danger of a single story,How young Africans found a voice on Twitter
Optical illusions show how we see,Visual illusions that show how we (mis)think
Optical illusions show how we see,Brain magic
Optical illusions show how we see,The illusion of consciousness
Optical illusions show how we see,Why light needs darkness
Optical illusions show how we see,"Science is for everyone, kids included"
Optical illusions show how we see,The magic ingredient that brings Pixar movies to life
"Claim your ""manspace""",My obsession with objects and the stories they tell
"Claim your ""manspace""",Ingenious homes in unexpected places
"Claim your ""manspace""",Human-centered design
"Claim your ""manspace""","Less stuff, more happiness"
"Claim your ""manspace""",Playing with space and light
"Claim your ""manspace""","Sculpted space, within and without"
New York -- before the City,How Benjamin Button got his face
New York -- before the City,The search for the true face of Leonardo
New York -- before the City,Making sense of maps
New York -- before the City,"How the ""ghost map"" helped end a killer disease"
New York -- before the City,A park underneath the hustle and bustle of New York City
New York -- before the City,How public spaces make cities work
"Robots that ""show emotion""","Playtime with Pleo, your robotic dinosaur friend"
"Robots that ""show emotion""",Learning from the gecko's tail
"Robots that ""show emotion""",Robots will invade our lives
"Robots that ""show emotion""",3 principles for creating safer AI
"Robots that ""show emotion""","Robots with ""soul"""
"Robots that ""show emotion""","Building ""self-aware"" robots"
Life lessons from an ad man,Design and destiny
Life lessons from an ad man,The price of happiness
Life lessons from an ad man,Are we in control of our own decisions?
Life lessons from an ad man,Perspective is everything
Life lessons from an ad man,What really motivates people to be honest in business
Life lessons from an ad man,Why we make bad decisions
A brain in a supercomputer,A look inside the brain in real time
A brain in a supercomputer,Growing evidence of brain plasticity
A brain in a supercomputer,A computer that works like the brain
A brain in a supercomputer,What is so special about the human brain?
